,ticker,name,match_rate,match_count,whole_count,average_volume,average_price
2835,7148.T,ＦＰＧ,0.0,0,1,1540200.0,725.0
2841,7167.T,めぶきフィナンシャルグループ,0.6,36,60,7119315.0,246.06666666666666
2844,7172.T,ジャパンインベストメントアドバイザー,0.65,39,60,353535.0,1436.2
2848,7177.T,ＧＭＯフィナンシャルホールディングス,0.7,42,60,987388.3333333334,896.0833333333334
2849,7180.T,九州フィナンシャルグループ,0.75,45,60,675781.6666666666,459.21666666666664
2850,7181.T,かんぽ生命保険,0.6833333333333333,41,60,1229136.6666666667,2229.5
2851,7182.T,ゆうちょ銀行,0.6333333333333333,38,60,3330226.6666666665,1031.65
2855,7186.T,コンコルディア・フィナンシャルグループ,0.6333333333333333,38,60,3637758.3333333335,434.25
2856,7187.T,ジェイリース,0.5666666666666667,34,60,424776.6666666667,803.3333333333334
2857,7189.T,西日本フィナンシャルホールディングス,0.65,39,60,396111.6666666667,743.1
2864,7201.T,日産自動車,0.6833333333333333,41,60,18732485.0,590.930000813802
2865,7202.T,いすゞ自動車,0.65,39,60,3159008.3333333335,1139.7666666666667
2866,7203.T,トヨタ自動車,0.65,39,60,6383528.333333333,8240.65
2867,7205.T,日野自動車,0.5333333333333333,32,60,2503385.0,975.0
2869,7211.T,三菱自動車工業,0.6666666666666666,40,60,22141043.333333332,308.01666666666665
2877,7220.T,武蔵精密工業,0.5333333333333333,32,60,316305.0,1922.55
2879,7224.T,新明和工業,0.5833333333333334,35,60,270128.3333333333,993.2666666666667
2886,7238.T,曙ブレーキ工業,0.5666666666666667,34,60,2656816.6666666665,184.11666666666667
2888,7240.T,ＮＯＫ,0.5833333333333334,35,60,488386.6666666667,1484.2
2889,7241.T,フタバ産業,0.7,42,60,278546.6666666667,570.1333333333333
2893,7246.T,プレス工業,0.7833333333333333,47,60,373880.0,335.98333333333335
2896,7254.T,ユニバンス,0.5666666666666667,34,60,950336.6666666666,346.55
2898,7256.T,河西工業,0.6666666666666666,40,60,249258.33333333334,435.2
2899,7259.T,アイシン精機,0.6666666666666666,40,60,954006.6666666666,3877.1666666666665
2900,7261.T,マツダ,0.5333333333333333,32,60,5237625.0,886.65
2904,7267.T,本田技研工業,0.6833333333333333,41,60,5132921.666666667,3185.5833333333335
2906,7269.T,スズキ,0.6833333333333333,41,60,1643876.6666666667,4786.066666666667
2907,7270.T,ＳＵＢＡＲＵ,0.5833333333333334,35,60,3674030.0,2114.925
2909,7272.T,ヤマハ発動機,0.6166666666666667,37,60,1777338.3333333333,2609.2166666666667
2911,7276.T,小糸製作所,0.6166666666666667,37,60,435840.0,7488.666666666667
2913,7278.T,エクセディ,0.65,39,60,276720.0,1674.6833333333334
2916,7282.T,豊田合成,0.6833333333333333,41,60,428131.6666666667,2888.383333333333
2917,7283.T,愛三工業,0.5666666666666667,34,60,279593.3333333333,645.9333333333333
2923,7296.T,エフ・シー・シー,0.5833333333333334,35,60,220970.0,1807.05
2928,7309.T,シマノ,0.7333333333333333,44,60,242160.0,25506.666666666668
2929,7313.T,テイ・エス　テック,0.7,42,60,306188.3333333333,1618.3083333333334
2938,7337.T,ひろぎんホールディングス,0.6833333333333333,41,60,599990.0,656.3333333333334
2941,7342.T,ウェルスナビ,0.6166666666666667,37,60,1109471.6666666667,3468.35
2942,7343.T,ブロードマインド,0.56,14,25,1026036.0,1219.72
